sourceId,status,dateLastModified,metadata,username,userIds,enabledUser,givenName,familyName,middleName,role,identifier,email,sms,phone,agents,orgs,grades,password
,active,2024-06-17T09:19:44.633Z,,C.Lindsey@example.com,"[{'type': 'CA', 'identifier': '8840002547'}]",true,Caiden,Lindsey,Baron,student,884_STU_88402547,C.Lindsey@example.com,,1845553066,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:44.697Z,,J.Conner@example.com,"[{'type': 'CA', 'identifier': '8840002549'}]",true,Jazlene,Conner,Azul,student,884_STU_88402549,J.Conner@example.com,,1945551806,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:44.697Z,,J.Arias@example.com,"[{'type': 'CA', 'identifier': '8840002550'}]",true,Jaelynn,Arias,Sydney,student,884_STU_88402550,J.Arias@example.com,,1765559807,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:44.743Z,,L.Vaughan@example.com,"[{'type': 'CA', 'identifier': '8840002551'}]",true,Lucille,Vaughan,Sonia,student,884_STU_88402551,L.Vaughan@example.com,,2035552459,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:44.823Z,,S.Maxwell@example.com,"[{'type': 'CA', 'identifier': '8840002552'}]",true,Sheldon,Maxwell,Shane,student,884_STU_88402552,S.Maxwell@example.com,,1905550163,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:44.870Z,,K.Bartlett@example.com,"[{'type': 'CA', 'identifier': '8840002554'}]",true,Kyson,Bartlett,Ryan,student,884_STU_88402554,K.Bartlett@example.com,,1565555691,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:44.883Z,,R.Schaefer@example.com,"[{'type': 'CA', 'identifier': '8840002555'}]",true,Roy,Schaefer,Lawrence,student,884_STU_88402555,R.Schaefer@example.com,,2845555590,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2023-07-11T01:04:43.150Z,,L.Lindsey@example.com,"[{'type': 'CA', 'identifier': '8840002558'}]",true,Lara,Lindsey,Camilla,student,884_STU_88402558,L.Lindsey@example.com,,2175558142,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:44.963Z,,E.Norman@example.com,"[{'type': 'CA', 'identifier': '8840002559'}]",true,Emilee,Norman,Alana,student,884_STU_88402559,E.Norman@example.com,,2965557816,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2023-07-11T01:04:43.150Z,,D.Rocha@example.com,"[{'type': 'CA', 'identifier': '8840002560'}]",true,Danielle,Rocha,Yamilet,student,884_STU_88402560,D.Rocha@example.com,,2495558315,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:45.073Z,,V.Harvey@example.com,"[{'type': 'CA', 'identifier': '8840002563'}]",true,Veronica,Harvey,Haylee,student,884_STU_88402563,V.Harvey@example.com,,1835552395,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:45.120Z,,A.Mccullough@example.com,"[{'type': 'CA', 'identifier': '8840002564'}]",true,Alisa,Mccullough,Jolie,student,884_STU_88402564,A.Mccullough@example.com,,1295551835,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.133Z,,G.Pearson@example.com,"[{'type': 'CA', 'identifier': '8840002565'}]",true,Gaven,Pearson,Sidney,student,884_STU_88402565,G.Pearson@example.com,,1855554800,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:45.230Z,,T.Giles@example.com,"[{'type': 'CA', 'identifier': '8840002567'}]",true,Taliyah,Giles,Ainsley,student,884_STU_88402567,T.Giles@example.com,,2835553312,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:45.290Z,,T.Doyle@example.com,"[{'type': 'CA', 'identifier': '8840002568'}]",true,Tiana,Doyle,Karly,student,884_STU_88402568,T.Doyle@example.com,,1995550741,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.493Z,,T.Johns@example.com,"[{'type': 'CA', 'identifier': '8840002574'}]",true,Teagan,Johns,Audrina,student,884_STU_88402574,T.Johns@example.com,,3115559439,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:45.540Z,,R.Yu@example.com,"[{'type': 'CA', 'identifier': '8840002575'}]",true,Ricky,Yu,Josh,student,884_STU_88402575,R.Yu@example.com,,1095553351,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.587Z,,D.Roberts@example.com,"[{'type': 'CA', 'identifier': '8840002576'}]",true,Desiree,Roberts,Emelia,student,884_STU_88402576,D.Roberts@example.com,,2165558452,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.697Z,,C.Fischer@example.com,"[{'type': 'CA', 'identifier': '8840002578'}]",true,Cameron,Fischer,Daniela,student,884_STU_88402578,C.Fischer@example.com,,2885558702,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.743Z,,J.Oneill@example.com,"[{'type': 'CA', 'identifier': '8840002580'}]",true,Jaxson,Oneill,Kaeden,student,884_STU_88402580,J.Oneill@example.com,,2185555146,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.807Z,,C.Montgomery@example.com,"[{'type': 'CA', 'identifier': '8840002583'}]",true,Camden,Montgomery,Titus,student,884_STU_88402583,C.Montgomery@example.com,,1925552255,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.870Z,,P.Aguilar@example.com,"[{'type': 'CA', 'identifier': '8840002585'}]",true,Paxton,Aguilar,Izaiah,student,884_STU_88402585,P.Aguilar@example.com,,1655555429,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:45.917Z,,H.Hogan@example.com,"[{'type': 'CA', 'identifier': '8840002586'}]",true,Heidy,Hogan,Valerie,student,884_STU_88402586,H.Hogan@example.com,,1835555998,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:45.980Z,,P.Macdonald@example.com,"[{'type': 'CA', 'identifier': '8840002587'}]",true,Paola,Macdonald,Jacey,student,884_STU_88402587,P.Macdonald@example.com,,2595555326,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:45.980Z,,C.Stout@example.com,"[{'type': 'CA', 'identifier': '8840002589'}]",true,Carlie,Stout,Jillian,student,884_STU_88402589,C.Stout@example.com,,1955550271,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.027Z,,R.Novak@example.com,"[{'type': 'CA', 'identifier': '8840002590'}]",true,Ryan,Novak,Ryder,student,884_STU_88402590,R.Novak@example.com,,2255557525,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:46.087Z,,D.Galvan@example.com,"[{'type': 'CA', 'identifier': '8840002592'}]",true,Dominick,Galvan,Dashawn,student,884_STU_88402592,D.Galvan@example.com,,2565555289,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:46.103Z,,G.Roth@example.com,"[{'type': 'CA', 'identifier': '8840002593'}]",true,Graham,Roth,Xavier,student,884_STU_88402593,G.Roth@example.com,,1075559099,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.150Z,,A.Davidson@example.com,"[{'type': 'CA', 'identifier': '8840002594'}]",true,Ari,Davidson,Cole,student,884_STU_88402594,A.Davidson@example.com,,2025559340,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.197Z,,M.Robinson@example.com,"[{'type': 'CA', 'identifier': '8840002595'}]",true,Morgan,Robinson,Aylin,student,884_STU_88402595,M.Robinson@example.com,,3145557835,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:46.370Z,,M.Pham@example.com,"[{'type': 'CA', 'identifier': '8840002598'}]",true,Megan,Pham,Alicia,student,884_STU_88402598,M.Pham@example.com,,2715554834,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:46.417Z,,E.Estes@example.com,"[{'type': 'CA', 'identifier': '8840002600'}]",true,Enzo,Estes,Kameron,student,884_STU_88402600,E.Estes@example.com,,1245555540,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:46.430Z,,A.Holder@example.com,"[{'type': 'CA', 'identifier': '8840002601'}]",true,Amira,Holder,Logan,student,884_STU_88402601,A.Holder@example.com,,1855555592,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.510Z,,A.Beck@example.com,"[{'type': 'CA', 'identifier': '8840002604'}]",true,Adeline,Beck,Lorelei,student,884_STU_88402604,A.Beck@example.com,,1735559723,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:46.557Z,,T.Reese@example.com,"[{'type': 'CA', 'identifier': '8840002605'}]",true,Tania,Reese,Adrienne,student,884_STU_88402605,T.Reese@example.com,,1645552592,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:46.603Z,,T.Oconnell@example.com,"[{'type': 'CA', 'identifier': '8840002608'}]",true,Tristin,Oconnell,London,student,884_STU_88402608,T.Oconnell@example.com,,1515558973,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:46.620Z,,I.Mueller@example.com,"[{'type': 'CA', 'identifier': '8840002611'}]",true,Isis,Mueller,Kamari,student,884_STU_88402611,I.Mueller@example.com,,2175552970,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.680Z,,B.Hess@example.com,"[{'type': 'CA', 'identifier': '8840002612'}]",true,Bethany,Hess,Bianca,student,884_STU_88402612,B.Hess@example.com,,2865557099,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:46.697Z,,M.Meza@example.com,"[{'type': 'CA', 'identifier': '8840002614'}]",true,Mariela,Meza,Alyvia,student,884_STU_88402614,M.Meza@example.com,,2395557797,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.730Z,,H.Blankenship@example.com,"[{'type': 'CA', 'identifier': '8840002615'}]",true,Hallie,Blankenship,Evelin,student,884_STU_88402615,H.Blankenship@example.com,,1635553900,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.790Z,,K.Butler@example.com,"[{'type': 'CA', 'identifier': '8840002616'}]",true,Keshawn,Butler,Santino,student,884_STU_88402616,K.Butler@example.com,,1395557907,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:46.807Z,,F.Austin@example.com,"[{'type': 'CA', 'identifier': '8840002618'}]",true,Fisher,Austin,Houston,student,884_STU_88402618,F.Austin@example.com,,1145554759,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:46.853Z,,B.Carey@example.com,"[{'type': 'CA', 'identifier': '8840002619'}]",true,Brycen,Carey,Zackary,student,884_STU_88402619,B.Carey@example.com,,2845557936,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:46.917Z,,K.Kent@example.com,"[{'type': 'CA', 'identifier': '8840002620'}]",true,Kiera,Kent,Crystal,student,884_STU_88402620,K.Kent@example.com,,2255552643,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:46.963Z,,A.Marshall@example.com,"[{'type': 'CA', 'identifier': '8840002621'}]",true,Azaria,Marshall,Jacey,student,884_STU_88402621,A.Marshall@example.com,,3035552555,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:47.010Z,,Y.Alexander@example.com,"[{'type': 'CA', 'identifier': '8840002622'}]",true,Yesenia,Alexander,Maribel,student,884_STU_88402622,Y.Alexander@example.com,,2725555501,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:47.057Z,,J.Livingston@example.com,"[{'type': 'CA', 'identifier': '8840002623'}]",true,Jerry,Livingston,Bobby,student,884_STU_88402623,J.Livingston@example.com,,2945551772,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:47.073Z,,D.Miller@example.com,"[{'type': 'CA', 'identifier': '8840002624'}]",true,Dillan,Miller,Harold,student,884_STU_88402624,D.Miller@example.com,,2285557300,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.120Z,,H.Moreno@example.com,"[{'type': 'CA', 'identifier': '8840002625'}]",true,Harmony,Moreno,Damaris,student,884_STU_88402625,H.Moreno@example.com,,2675555152,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.230Z,,G.Hester@example.com,"[{'type': 'CA', 'identifier': '8840002627'}]",true,Giuliana,Hester,Alivia,student,884_STU_88402627,G.Hester@example.com,,2155552854,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:47.243Z,,R.Brennan@example.com,"[{'type': 'CA', 'identifier': '8840002628'}]",true,Raquel,Brennan,Angela,student,884_STU_88402628,R.Brennan@example.com,,2225557198,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.353Z,,A.Mosley@example.com,"[{'type': 'CA', 'identifier': '8840002632'}]",true,Athena,Mosley,Ashleigh,student,884_STU_88402632,A.Mosley@example.com,,3115558754,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.370Z,,S.Kaufman@example.com,"[{'type': 'CA', 'identifier': '8840002633'}]",true,Samara,Kaufman,Dahlia,student,884_STU_88402633,S.Kaufman@example.com,,1205556870,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.480Z,,L.Mathis@example.com,"[{'type': 'CA', 'identifier': '8840002637'}]",true,Lorelei,Mathis,Quinn,student,884_STU_88402637,L.Mathis@example.com,,1455553885,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.493Z,,S.Perkins@example.com,"[{'type': 'CA', 'identifier': '8840002639'}]",true,Sandra,Perkins,Mayra,student,884_STU_88402639,S.Perkins@example.com,,2585559326,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.540Z,,E.Ball@example.com,"[{'type': 'CA', 'identifier': '8840002640'}]",true,Ellie,Ball,Jaliyah,student,884_STU_88402640,E.Ball@example.com,,1835556840,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:47.603Z,,S.Hester@example.com,"[{'type': 'CA', 'identifier': '8840002642'}]",true,Silas,Hester,Jordon,student,884_STU_88402642,S.Hester@example.com,,2135551294,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:47.667Z,,K.Barajas@example.com,"[{'type': 'CA', 'identifier': '8840002647'}]",true,Krystal,Barajas,Alissa,student,884_STU_88402647,K.Barajas@example.com,,2015556127,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:47.777Z,,M.Fritz@example.com,"[{'type': 'CA', 'identifier': '8840002649'}]",true,Matteo,Fritz,Wayne,student,884_STU_88402649,M.Fritz@example.com,,1085555344,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:47.870Z,,A.Short@example.com,"[{'type': 'CA', 'identifier': '8840002651'}]",true,Aracely,Short,Tabitha,student,884_STU_88402651,A.Short@example.com,,2475558151,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:47.930Z,,J.Velez@example.com,"[{'type': 'CA', 'identifier': '8840002653'}]",true,Jimmy,Velez,Angelo,student,884_STU_88402653,J.Velez@example.com,,2965557775,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:48.027Z,,H.Hebert@example.com,"[{'type': 'CA', 'identifier': '8840002655'}]",true,Helena,Hebert,Madeleine,student,884_STU_88402655,H.Hebert@example.com,,1045550930,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:48.040Z,,B.Mcconnell@example.com,"[{'type': 'CA', 'identifier': '8840002656'}]",true,Brynlee,Mcconnell,Briana,student,884_STU_88402656,B.Mcconnell@example.com,,1615551724,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:48.087Z,,D.Forbes@example.com,"[{'type': 'CA', 'identifier': '8840002657'}]",true,Diya,Forbes,Tiffany,student,884_STU_88402657,D.Forbes@example.com,,3025555713,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.150Z,,M.Oneal@example.com,"[{'type': 'CA', 'identifier': '8840002660'}]",true,Micah,Oneal,Kendrick,student,884_STU_88402660,M.Oneal@example.com,,2595550212,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.323Z,,K.Camacho@example.com,"[{'type': 'CA', 'identifier': '8840002664'}]",true,Kaylen,Camacho,Caroline,student,884_STU_88402664,K.Camacho@example.com,,1635556543,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:48.337Z,,R.Hobbs@example.com,"[{'type': 'CA', 'identifier': '8840002665'}]",true,Reilly,Hobbs,Kieran,student,884_STU_88402665,R.Hobbs@example.com,,,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:48.337Z,,G.Joseph@example.com,"[{'type': 'CA', 'identifier': '8840002666'}]",true,Garrett,Joseph,Tripp,student,884_STU_88402666,G.Joseph@example.com,,1405556186,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:48.400Z,,T.Garrett@example.com,"[{'type': 'CA', 'identifier': '8840002667'}]",true,Tanya,Garrett,Adison,student,884_STU_88402667,T.Garrett@example.com,,1785557057,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['10'],
,active,2024-06-17T09:19:48.447Z,,R.Griffin@example.com,"[{'type': 'CA', 'identifier': '8840002668'}]",true,Rudy,Griffin,Cristian,student,884_STU_88402668,R.Griffin@example.com,,1205559204,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:48.510Z,,A.Stout@example.com,"[{'type': 'CA', 'identifier': '8840002670'}]",true,Aspen,Stout,Jillian,student,884_STU_88402670,A.Stout@example.com,,2985558102,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.527Z,,L.Wall@example.com,"[{'type': 'CA', 'identifier': '8840002671'}]",true,Lorelai,Wall,Tiana,student,884_STU_88402671,L.Wall@example.com,,2435559557,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:48.573Z,,A.Pruitt@example.com,"[{'type': 'CA', 'identifier': '8840002677'}]",true,Antony,Pruitt,Brett,student,884_STU_88402677,A.Pruitt@example.com,,2145554069,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.587Z,,C.Pennington@example.com,"[{'type': 'CA', 'identifier': '8840002678'}]",true,Carl,Pennington,Triston,student,884_STU_88402678,C.Pennington@example.com,,1945559420,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:48.650Z,,M.Dodson@example.com,"[{'type': 'CA', 'identifier': '8840002680'}]",true,Matias,Dodson,Duncan,student,884_STU_88402680,M.Dodson@example.com,,2645555727,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.697Z,,J.Herman@example.com,"[{'type': 'CA', 'identifier': '8840002682'}]",true,Joyce,Herman,Teagan,student,884_STU_88402682,J.Herman@example.com,,1625557528,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.713Z,,D.Wright@example.com,"[{'type': 'CA', 'identifier': '8840002683'}]",true,Dayton,Wright,Dereon,student,884_STU_88402683,D.Wright@example.com,,1225552788,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:48.823Z,,L.Leblanc@example.com,"[{'type': 'CA', 'identifier': '8840002685'}]",true,Lorelai,Leblanc,Brittany,student,884_STU_88402685,L.Leblanc@example.com,,2385554460,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.870Z,,P.Guerrero@example.com,"[{'type': 'CA', 'identifier': '8840002687'}]",true,Pamela,Guerrero,Larissa,student,884_STU_88402687,P.Guerrero@example.com,,1415557225,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:48.917Z,,M.Bender@example.com,"[{'type': 'CA', 'identifier': '8840002688'}]",true,Maliyah,Bender,Carlee,student,884_STU_88402688,M.Bender@example.com,,1865551455,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:48.963Z,,A.Moran@example.com,"[{'type': 'CA', 'identifier': '8840002689'}]",true,Aryana,Moran,Karly,student,884_STU_88402689,A.Moran@example.com,,1095558563,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:49.073Z,,O.Mcmillan@example.com,"[{'type': 'CA', 'identifier': '8840002691'}]",true,Olive,Mcmillan,Abigail,student,884_STU_88402691,O.Mcmillan@example.com,,2035551483,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['11'],
,active,2024-06-17T09:19:49.120Z,,K.Harrison@example.com,"[{'type': 'CA', 'identifier': '8840002692'}]",true,Kinsley,Harrison,Barbara,student,884_STU_88402692,K.Harrison@example.com,,1895553694,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:49.167Z,,C.Gonzales@example.com,"[{'type': 'CA', 'identifier': '8840002693'}]",true,Cayden,Gonzales,Gavyn,student,884_STU_88402693,C.Gonzales@example.com,,1735557834,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:49.230Z,,D.Meadows@example.com,"[{'type': 'CA', 'identifier': '8840002696'}]",true,Dangelo,Meadows,Rodolfo,student,884_STU_88402696,D.Meadows@example.com,,1515550025,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
,active,2024-06-17T09:19:49.243Z,,K.Carey@example.com,"[{'type': 'CA', 'identifier': '8840002699'}]",true,Karley,Carey,Josephine,student,884_STU_88402699,K.Carey@example.com,,2765555983,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['09'],
,active,2024-06-17T09:19:49.290Z,,J.Pearson@example.com,"[{'type': 'CA', 'identifier': '8840002702'}]",true,Joel,Pearson,Jackson,student,884_STU_88402702,J.Pearson@example.com,,1205553769,[],"[{'href': '~/ims/oneroster/v1p1/orgs/884', 'sourcedId': '884', 'type': 'org'}]",['12'],
